time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,label
4014,-0.00001,0.00001,-0.00001,-0.00001,-0.00003,-0.00001,-0.00001,-0.00002,1
4015,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4016,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4017,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4018,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4019,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4020,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4021,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4022,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4023,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4024,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4025,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4026,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4027,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4028,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4029,0.00001,0.00007,0.00002,-0.00002,0,-0.00003,-0.00002,-0.00001,1
4030,-0.00001,0,0,0.00001,-0.00001,-0.00002,0,-0.00002,1
4031,-0.00001,0,0,0.00001,-0.00001,-0.00002,0,-0.00002,1
4032,-0.00001,0,0,0.00001,-0.00001,-0.00002,0,-0.00002,1
4033,-0.00001,0,0,0.00001,-0.00001,-0.00002,0,-0.00002,1
4034,-0.00001,0,0,0.00001,-0.00001,-0.00002,0,-0.00002,1
4035,-0.00001,0,0,0.00001,-0.00001,-0.00002,0,-0.00002,1
4036,-0.00001,0,0,0.00001,-0.00001,-0.00002,0,-0.00002,1
4038,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4039,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4040,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4041,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4042,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4043,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4044,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4045,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4046,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4047,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4048,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4049,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4050,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4051,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4052,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4053,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4054,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4055,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4056,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4057,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4058,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4059,-0.00001,0.00001,0.00003,0.00003,-0.00001,-0.00001,0,-0.00001,1
4060,0.00001,0,0,0.00001,0,0,0.00001,0,1
4061,0,-0.00002,-0.00003,-0.00002,-0.00002,-0.00002,-0.00003,0,1
4062,-0.00002,-0.00002,0.00003,0,-0.00001,-0.00001,0.00001,-0.00001,1
4063,-0.00002,-0.00002,0.00003,0,-0.00001,-0.00001,0.00001,-0.00001,1
4064,-0.00002,-0.00002,0.00003,0,-0.00001,-0.00001,0.00001,-0.00001,1
4065,-0.00002,-0.00002,0.00003,0,-0.00001,-0.00001,0.00001,-0.00001,1
4066,-0.00003,-0.00005,-0.00008,-0.00004,-0.00002,0.00001,-0.00001,-0.00002,1
4067,-0.00003,-0.00005,-0.00008,-0.00004,-0.00002,0.00001,-0.00001,-0.00002,1
4068,-0.00003,-0.00005,-0.00008,-0.00004,-0.00002,0.00001,-0.00001,-0.00002,1
4069,-0.00003,-0.00005,-0.00008,-0.00004,-0.00002,0.00001,-0.00001,-0.00002,1
4070,-0.00003,-0.00005,-0.00008,-0.00004,-0.00002,0.00001,-0.00001,-0.00002,1
4071,-0.00003,-0.00005,-0.00008,-0.00004,-0.00002,0.00001,-0.00001,-0.00002,1
4072,-0.00003,-0.00005,-0.00008,-0.00004,-0.00002,0.00001,-0.00001,-0.00002,1
4073,-0.00003,-0.00005,-0.00008,-0.00004,-0.00002,0.00001,-0.00001,-0.00002,1
4074,-0.00003,-0.00005,-0.00008,-0.00004,-0.00002,0.00001,-0.00001,-0.00002,1
4075,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4076,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4077,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4078,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4079,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4080,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4081,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4082,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4083,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4084,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4085,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4086,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4088,0,-0.00001,-0.00001,0.00002,0,0,0,-0.00001,1
4089,-0.00001,0.00001,0.00001,0.00001,0,-0.00001,-0.00002,0,1
4090,-0.00001,0.00001,0.00001,0.00001,0,-0.00001,-0.00002,0,1
4091,-0.00001,0.00001,0.00001,0.00001,0,-0.00001,-0.00002,0,1
4092,-0.00001,0.00001,0.00001,0.00001,0,-0.00001,-0.00002,0,1
4093,-0.00001,0.00001,0.00001,0.00001,0,-0.00001,-0.00002,0,1
4094,-0.00001,0.00001,0.00001,0.00001,0,-0.00001,-0.00002,0,1
4095,-0.00001,0.00001,0.00001,0.00001,0,-0.00001,-0.00002,0,1
4096,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4097,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4098,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4099,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4100,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4101,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4102,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4103,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4104,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4105,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4106,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4107,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4108,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4109,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4110,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4111,-0.00001,-0.00004,0.00002,0,0,-0.00002,-0.00001,-0.00002,1
4112,-0.00002,0.00001,-0.00001,0,0.00001,-0.00001,0,-0.00001,1
4113,-0.00002,0.00001,-0.00001,0,0.00001,-0.00001,0,-0.00001,1
4114,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4115,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4116,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4117,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4118,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4119,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4120,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4121,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4122,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4123,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4124,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4125,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4126,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4127,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4128,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4129,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4130,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4131,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4132,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4133,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4134,0.00001,-0.00001,-0.00005,-0.00001,-0.00002,0,-0.00001,-0.00002,1
4135,0.00001,0,0.00002,0.00001,0.00001,-0.00002,-0.00001,0.00001,1
4136,0.00001,0,0.00002,0.00001,0.00001,-0.00002,-0.00001,0.00001,1
4138,-0.00002,-0.00006,-0.00005,-0.00003,-0.00002,-0.00002,-0.00001,0.00001,1
4139,-0.00002,-0.00006,-0.00005,-0.00003,-0.00002,-0.00002,-0.00001,0.00001,1
4140,-0.00002,-0.00006,-0.00005,-0.00003,-0.00002,-0.00002,-0.00001,0.00001,1
4141,-0.00002,-0.00006,-0.00005,-0.00003,-0.00002,-0.00002,-0.00001,0.00001,1
4142,-0.00002,-0.00006,-0.00005,-0.00003,-0.00002,-0.00002,-0.00001,0.00001,1
4143,-0.00002,-0.00006,-0.00005,-0.00003,-0.00002,-0.00002,-0.00001,0.00001,1
4144,-0.00002,-0.00006,-0.00005,-0.00003,-0.00002,-0.00002,-0.00001,0.00001,1
4145,-0.00002,-0.00006,-0.00005,-0.00003,-0.00002,-0.00002,-0.00001,0.00001,1
4146,-0.00002,-0.00006,-0.00005,-0.00003,-0.00002,-0.00002,-0.00001,0.00001,1
4147,-0.00002,-0.00006,-0.00005,-0.00003,-0.00002,-0.00002,-0.00001,0.00001,1
4148,-0.00002,-0.00006,-0.00005,-0.00003,-0.00002,-0.00002,-0.00001,0.00001,1
4149,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4150,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4151,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4152,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4153,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4154,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4155,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4156,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4157,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4158,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4159,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4160,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4161,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4162,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4163,0,0.00001,0.00001,-0.00003,-0.00001,-0.00001,-0.00002,-0.00001,1
4164,-0.00002,-0.00003,0,-0.00001,-0.00002,-0.00001,-0.00001,0,1
4165,-0.00002,-0.00003,0,-0.00001,-0.00002,-0.00001,-0.00001,0,1
4166,-0.00002,-0.00003,0,-0.00001,-0.00002,-0.00001,-0.00001,0,1
4167,-0.00002,-0.00003,0,-0.00001,-0.00002,-0.00001,-0.00001,0,1
4168,-0.00002,-0.00003,0,-0.00001,-0.00002,-0.00001,-0.00001,0,1
4169,-0.00002,-0.00003,0,-0.00001,-0.00002,-0.00001,-0.00001,0,1
4170,-0.00002,-0.00003,0,-0.00001,-0.00002,-0.00001,-0.00001,0,1
4171,-0.00002,-0.00003,0,-0.00001,-0.00002,-0.00001,-0.00001,0,1
4172,-0.00001,-0.00003,-0.00005,-0.00003,-0.00003,-0.00001,0.00001,-0.00002,1
4173,-0.00002,-0.00002,-0.00001,0.00001,-0.00002,-0.00001,0,-0.00001,1
4174,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4175,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4176,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4177,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4178,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4179,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4180,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4181,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4182,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4183,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4184,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4185,-0.00002,-0.00001,-0.00006,-0.00003,-0.00001,0.00001,-0.00003,0,1
4186,-0.00001,0,-0.00001,-0.00003,-0.00002,-0.00001,0,-0.00002,1
4188,-0.00001,0,-0.00001,-0.00003,-0.00002,-0.00001,0,-0.00002,1
4189,-0.00001,0,-0.00001,-0.00003,-0.00002,-0.00001,0,-0.00002,1
4190,-0.00001,0,-0.00001,-0.00003,-0.00002,-0.00001,0,-0.00002,1
4191,-0.00001,0,-0.00001,-0.00003,-0.00002,-0.00001,0,-0.00002,1
4192,-0.00001,0,-0.00001,-0.00003,-0.00002,-0.00001,0,-0.00002,1
4193,-0.00001,0,-0.00001,-0.00003,-0.00002,-0.00001,0,-0.00002,1
4194,-0.00001,0,-0.00001,-0.00003,-0.00002,-0.00001,0,-0.00002,1
4195,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4196,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4197,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4198,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4199,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4200,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4201,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4202,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4203,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4204,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4205,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4206,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4207,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4208,0,0.00002,0.00002,0.00001,-0.00001,-0.00001,0.00001,-0.00002,1
4209,0.00001,0,0,0,-0.00001,-0.00002,-0.00001,0,1
4210,0.00001,0,0,0,-0.00001,-0.00002,-0.00001,0,1
4211,0.00001,0,0,0,-0.00001,-0.00002,-0.00001,0,1
4212,0.00001,0,0,0,-0.00001,-0.00002,-0.00001,0,1
4213,0.00001,0,0,0,-0.00001,-0.00002,-0.00001,0,1
4214,0.00001,0,0,0,-0.00001,-0.00002,-0.00001,0,1
4215,0.00001,0,0,0,-0.00001,-0.00002,-0.00001,0,1
4216,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4217,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4218,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4219,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4220,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4221,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4222,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4223,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4224,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4225,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4226,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4227,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4228,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4229,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4230,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4231,-0.00003,-0.00001,-0.00005,-0.00001,0,-0.00001,0,-0.00001,1
4232,0,0.00003,0.00002,0,0,-0.00001,-0.00002,0,1
4233,-0.00001,-0.00002,0,-0.00002,-0.00001,-0.00001,-0.00001,0,1
4234,-0.00001,-0.00002,0,-0.00002,-0.00001,-0.00001,-0.00001,0,1
4235,-0.00001,-0.00002,0,-0.00002,-0.00001,-0.00001,-0.00001,0,1
4236,-0.00001,-0.00002,0,-0.00002,-0.00001,-0.00001,-0.00001,0,1
4238,-0.00001,-0.00002,0,-0.00002,-0.00001,-0.00001,-0.00001,0,1
4240,-0.00002,-0.00001,-0.00001,0.00001,-0.00001,-0.00001,0,-0.00004,1
4241,-0.00002,-0.00001,-0.00001,0.00001,-0.00001,-0.00001,0,-0.00004,1
4242,-0.00002,-0.00001,-0.00001,0.00001,-0.00001,-0.00001,0,-0.00004,1
4243,-0.00002,-0.00001,-0.00001,0.00001,-0.00001,-0.00001,0,-0.00004,1
4244,-0.00002,-0.00001,-0.00001,0.00001,-0.00001,-0.00001,0,-0.00004,1
4245,-0.00002,-0.00001,-0.00001,0.00001,-0.00001,-0.00001,0,-0.00004,1
4246,-0.00002,-0.00001,-0.00001,0.00001,-0.00001,-0.00001,0,-0.00004,1
4247,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4248,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4249,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4250,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4251,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4252,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4253,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4254,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4255,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4256,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4257,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4258,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4259,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4260,-0.00002,-0.00002,0.00003,-0.00001,-0.00001,-0.00002,-0.00001,0,1
4261,-0.00001,-0.00002,-0.00002,-0.00001,0.00002,-0.00001,-0.00001,-0.00002,1
4262,-0.00001,-0.00002,-0.00002,-0.00001,0.00002,-0.00001,-0.00001,-0.00002,1
4263,-0.00001,-0.00002,-0.00002,-0.00001,0.00002,-0.00001,-0.00001,-0.00002,1
4264,-0.00001,-0.00002,-0.00002,-0.00001,0.00002,-0.00001,-0.00001,-0.00002,1
4265,-0.00001,-0.00002,-0.00002,-0.00001,0.00002,-0.00001,-0.00001,-0.00002,1
4266,-0.00001,-0.00002,-0.00002,-0.00001,0.00002,-0.00001,-0.00001,-0.00002,1
4267,-0.00001,-0.00002,-0.00002,-0.00001,0.00002,-0.00001,-0.00001,-0.00002,1
4268,-0.00001,-0.00002,-0.00002,-0.00001,0.00002,-0.00001,-0.00001,-0.00002,1
4269,-0.00002,-0.00004,-0.00005,-0.00001,-0.00001,-0.00004,-0.00003,-0.00003,1
4270,-0.00002,-0.00004,-0.00005,-0.00001,-0.00001,-0.00004,-0.00003,-0.00003,1
4271,-0.00002,-0.00004,-0.00005,-0.00001,-0.00001,-0.00004,-0.00003,-0.00003,1
4272,-0.00002,-0.00004,-0.00005,-0.00001,-0.00001,-0.00004,-0.00003,-0.00003,1
4273,-0.00002,-0.00004,-0.00005,-0.00001,-0.00001,-0.00004,-0.00003,-0.00003,1
4274,-0.00002,-0.00004,-0.00005,-0.00001,-0.00001,-0.00004,-0.00003,-0.00003,1
4275,-0.00002,-0.00004,-0.00005,-0.00001,-0.00001,-0.00004,-0.00003,-0.00003,1
4276,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4277,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4278,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4279,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4280,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4281,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4282,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4283,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4284,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4285,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4286,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4288,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4289,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4290,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4291,0,-0.00003,-0.00001,-0.00002,-0.00002,-0.00001,-0.00003,0.00001,1
4292,0,0.00001,0.00001,-0.00002,-0.00001,-0.00001,0.00001,0,1
4293,0,0.00001,0.00001,-0.00002,-0.00001,-0.00001,0.00001,0,1
4294,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4295,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4296,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4297,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4298,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4299,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4300,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4301,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4302,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4303,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4304,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4305,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4306,-0.00001,0.00001,-0.00001,-0.00001,-0.00001,0.00001,0,-0.00001,1
4307,0,-0.00002,-0.00003,-0.00001,-0.00003,-0.00001,-0.00001,-0.00001,1
4308,0,-0.00002,-0.00003,-0.00001,-0.00003,-0.00001,-0.00001,-0.00001,1
4309,0,-0.00002,-0.00003,-0.00001,-0.00003,-0.00001,-0.00001,-0.00001,1
4310,0,-0.00002,-0.00003,-0.00001,-0.00003,-0.00001,-0.00001,-0.00001,1
4311,0,-0.00002,-0.00003,-0.00001,-0.00003,-0.00001,-0.00001,-0.00001,1
4312,0,-0.00002,-0.00003,-0.00001,-0.00003,-0.00001,-0.00001,-0.00001,1
4313,0,-0.00002,-0.00003,-0.00001,-0.00003,-0.00001,-0.00001,-0.00001,1
4314,0,-0.00002,-0.00003,-0.00001,-0.00003,-0.00001,-0.00001,-0.00001,1
4315,-0.00004,-0.00002,0.00002,-0.00001,-0.00003,-0.00004,0.00001,0.00002,1
4316,-0.00004,-0.00002,0.00002,-0.00001,-0.00003,-0.00004,0.00001,0.00002,1
4317,-0.00004,-0.00002,0.00002,-0.00001,-0.00003,-0.00004,0.00001,0.00002,1
4318,-0.00004,-0.00002,0.00002,-0.00001,-0.00003,-0.00004,0.00001,0.00002,1
4319,-0.00004,-0.00002,0.00002,-0.00001,-0.00003,-0.00004,0.00001,0.00002,1
4320,-0.00004,-0.00002,0.00002,-0.00001,-0.00003,-0.00004,0.00001,0.00002,1
4321,-0.00004,-0.00002,0.00002,-0.00001,-0.00003,-0.00004,0.00001,0.00002,1
4322,-0.00004,-0.00002,0.00002,-0.00001,-0.00003,-0.00004,0.00001,0.00002,1
